county_i_name,county_j_name,L_ij_eq,L_ij_cf,U_ij_eq,U_ij_cf,pi_ij_cond_eq,pi_ij_cond_cf,pi_ij_joint_eq,pi_ij_joint_cf,diff_U_ij,diff_pi_ij_joint,diff_pi_ij_cond,diff_L_ij
Los Angeles,Los Angeles,3656.523059780139,1757.8335744342012,0.2650449843100784,0.014996945118536222,0.7710476460326646,0.37067274498910785,0.35776820384666563,0.35776820384666563,-0.25004803919154217,0.0,-0.4003749010435568,-1898.689485345938
Orange,Los Angeles,257.44282756609516,339.0390107612473,-2.388425340316043,-0.7403099997333954,0.16635520268895856,0.21908127675520903,0.02518919107187764,0.02518919107187764,1.6481153405826476,0.0,0.05272607406625046,81.59618319515215
Riverside,Los Angeles,12.826174632747515,100.70494110251319,-5.387735030737401,-1.6366658194385046,0.012622125354270378,0.09910284451803465,0.0012549619913671906,0.0012549619913671906,3.751069211298897,0.0,0.08648071916376428,87.87876646976568
San Bernardino,Los Angeles,48.87120550518769,137.8691616898328,-4.050034628329101,-1.2374727576830014,0.053740999957320214,0.15160719969763362,0.004781745698730415,0.004781745698730415,2.8125618706460997,0.0,0.09786619974031341,88.9979561846451
San Diego,Los Angeles,0.9787650898891552,97.75035609308085,-7.960686621182945,-2.410002594016233,0.0006058803002576725,0.06050993819842654,9.576612056660128e-05,9.576612056660128e-05,5.550684027166712,0.0,0.05990405789816887,96.7715910031917
Ventura,Los Angeles,11.163359901154895,79.89647605468078,-5.526586028844747,-1.6863066893780951,0.028657212721294668,0.20510046529485665,0.0010922658370901167,0.0010922658370901167,3.840279339466652,0.0,0.17644325257356197,68.73311615352588
Los Angeles,Orange,746.8841166969073,1088.8054035743748,-1.3233129653967532,-0.46400404689165653,0.15749476500579304,0.2295953914930722,0.07307799911107983,0.07307799911107983,0.8593089185050967,0.0,0.07210062648727916,341.92128687746754
Orange,Orange,1153.402874128322,532.9202662662954,-0.8887511338452971,-0.28805335775658325,0.7453094371346705,0.3443640661887247,0.11285334943663204,0.11285334943663204,0.6006977760887139,0.0,-0.40094537094594573,-620.4826078620267
Riverside,Orange,90.89657757194253,181.7695115722357,-3.429500656897286,-1.0461212209548927,0.08945052045821503,0.17887777348606007,0.00889366886576624,0.00889366886576624,2.383379435942393,0.0,0.08942725302784504,90.87293400029317
San Bernardino,Orange,103.13999914882797,172.698513813661,-3.303135726528018,-1.0122305098886195,0.11341743328322025,0.1899071391333706,0.010091612068882047,0.010091612068882047,2.2909052166393984,0.0,0.07648970585015034,69.55851466483304
San Diego,Orange,12.695408196889844,211.71717346884134,-5.3979826381120315,-1.6371681391970219,0.007858778178425264,0.13105827532685532,0.001242167303048436,0.001242167303048436,3.7608144989150096,0.0,0.12319949714843006,199.0217652719515
Ventura,Orange,0.9971315201363512,38.56274666152938,-7.9420956087346735,-2.4147517386763058,0.002559714130572744,0.09899356860137751,9.756316236100183e-05,9.756316236100183e-05,5.527343870058368,0.0,0.09643385447080477,37.56561514139303
Los Angeles,Riverside,19.902150070654397,364.89900463649224,-4.9483952372526225,-1.5572198454199546,0.004196748034152861,0.07694591664397904,0.0019473024966764326,0.0019473024966764326,3.391175391832668,0.0,0.07274916860982618,344.99685456583785
Orange,Riverside,48.615857736830705,205.08898881060986,-4.055273238331797,-1.2429811997780815,0.03141474534042586,0.13252503721084738,0.004756761496266004,0.004756761496266004,2.812292038553715,0.0,0.10111029187042152,156.47313107377914
Riverside,Riverside,624.6696467549325,325.06191748390256,-1.5020000620937735,-0.46484500599243367,0.6147318910049465,0.3198905665844976,0.061120067852240154,0.061120067852240154,1.0371550561013398,0.0,-0.2948413244204489,-299.60772927102994
San Bernardino,Riverside,200.34694722501027,210.98325069316948,-2.639172407142007,-0.8119991396845789,0.22031061380562036,0.23200677677765344,0.019602711724499403,0.019602711724499403,1.8271732674574281,0.0,0.011696162972033075,10.636303468159213
San Diego,Riverside,19.244927125118966,240.01622784003573,-4.981975506861364,-1.511712898714759,0.011913095742232297,0.14857610441224822,0.0018829972895419882,0.0018829972895419882,3.470262608146605,0.0,0.13666300867001593,220.77130071491675
Ventura,Riverside,0.021406078945325757,12.108333807689707,-11.783303341325102,-3.573144476766384,5.4951068790818476e-05,0.031083034202947297,2.0944526509097396e-06,2.0944526509097396e-06,8.210158864558718,0.0,0.03102808313415648,12.086927728744381
Los Angeles,San Bernardino,98.10418621163097,590.332329420748,-3.3531929683359487,-1.0761548125606868,0.020687139287172047,0.12448283397513053,0.009598888867087974,0.009598888867087974,2.277038155775262,0.0,0.10379569468795849,492.22814320911704
Orange,San Bernardino,71.36564317013764,230.25943669986194,-3.671406441454156,-1.1272185176080438,0.04611527206578767,0.1487897550900564,0.006982687530179939,0.006982687530179939,2.5441879238461125,0.0,0.10267448302426874,158.8937935297243
Riverside,San Bernardino,259.18768875544123,249.3190787618213,-2.3816705406336345,-0.7301271685808142,0.25506431897489307,0.2453527069020429,0.02535991496544214,0.02535991496544214,1.6515433720528203,0.0,-0.009711612072850179,-9.868609993619941
San Bernardino,San Bernardino,553.3678553355253,286.6223417780674,-1.6232000270012974,-0.5056124224888867,0.6085084577423017,0.3151829609692578,0.05414362782161047,0.05414362782161047,1.1175876045124107,0.0,-0.29332549677304387,-266.7455135574579
San Diego,San Bernardino,2.1264043335872875,123.52008332057046,-7.184790559930958,-2.1760156749435517,0.0013162979650704404,0.07646204992721523,0.000208055534353729,0.000208055534353729,5.008774884987407,0.0,0.07514575196214479,121.39367898698318
Ventura,San Bernardino,0.12705785031782285,20.717530293506297,-10.002335788823373,-3.0360582207724183,0.00032616737941876955,0.053183510872873964,1.2431826122698963e-05,1.2431826122698963e-05,6.966277568050955,0.0,0.052857343493455194,20.590472443188474
Los Angeles,San Diego,2.234564356230226,188.6989868137136,-7.135176716744519,-2.2166873780245986,0.00047120052536559447,0.039790781355064433,0.00021863832472489278,0.00021863832472489278,4.918489338719921,0.0,0.03931958082969884,186.46442245748335
Orange,San Diego,9.990532537585906,127.2643348845319,-5.637585108592895,-1.720158876047126,0.006455713219798473,0.08223606159451609,0.0009775119213000917,0.0009775119213000917,3.917426232545769,0.0,0.07578034837471762,117.273802346946
Riverside,San Diego,28.315733691497464,127.87037158395248,-4.595805395907717,-1.3978436567416745,0.027865263836319522,0.1258361051087642,0.0027705197034957776,0.0027705197034957776,3.1979617391660424,0.0,0.09797084127244468,99.55463789245502
San Bernardino,San Diego,2.4183867639623955,55.687710504910775,-7.056122315485684,-2.144018404074232,0.00265936806009606,0.061236738830802835,0.0002366242122923736,0.0002366242122923736,4.912103911411452,0.0,0.05857737077070677,53.26932374094838
San Diego,San Diego,1580.3634548209748,906.9395719689537,-0.5738128726343342,-0.18234361194489676,0.9782848759262783,0.5614184913791157,0.1546288059482954,0.1546288059482954,0.39146926068943744,0.0,-0.4168663845471626,-673.423882852021
Ventura,San Diego,0.003968193279608659,7.283699063551242,-13.468667388065231,-4.0813995904426426,1.0186660641586298e-05,0.018697821740969654,3.8826321041917893e-07,3.8826321041917893e-07,9.387267797622588,0.0,0.018687635080328068,7.279730870271633
Los Angeles,Ventura,218.6309228844384,751.7097011204693,-2.5518379824024255,-0.8344902474131893,0.04610250111485182,0.15851233154364586,0.02139168584661068,0.02139168584661068,1.7173477349892363,0.0,0.11240983042879404,533.0787782360309
Orange,Ventura,6.731264861028093,112.9769625774552,-6.032459937211641,-1.8392412495531394,0.004349629550358724,0.07300380316064634,0.0006586127038102139,0.0006586127038102139,4.193218687658502,0.0,0.06865417361028761,106.2456977164271
Riverside,Ventura,0.2701785934388229,31.44017949557469,-9.24789508836756,-2.800774008820028,0.00026588037135549,0.03094000340060058,2.643530712431445e-05,2.643530712431445e-05,6.447121079547532,0.0,0.03067412302924509,31.170000902135868
San Bernardino,Ventura,1.239606021486392,45.52302152035818,-7.724429402374202,-2.345559723929828,0.0013631271514414065,0.050059184591281794,0.00012128779513600645,0.00012128779513600645,5.378869678444374,0.0,0.04869605743984039,44.28341549887178
San Diego,Ventura,0.03404043354007694,35.499587308519416,-11.319429246061336,-3.422898364469372,2.107188773610517e-05,0.021975140756138954,3.3306462359702377e-06,3.3306462359702377e-06,7.896530881591964,0.0,0.02195406886840285,35.46554687497934
Ventura,Ventura,377.235076456166,230.9792141190424,-2.006354468797058,-0.6247107124261375,0.9683917680392814,0.592941599286975,0.036910122957024886,0.036910122957024886,1.3816437563709205,0.0,-0.3754501687523064,-146.25586233712357
